[2026-05-04 08:29:23] [INFO] Payment processing started for request: {"student_id":"2166","amount":"10000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:23] [INFO] Payment validation passed for student 2166. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:23] [INFO] Database transaction started for student 2166 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:23] [INFO] Generating receipt number - Student: 2166, Fee Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:23] [SUCCESS] Payment record created: ID 3067, Receipt: 17, Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:23] [INFO] Synchronized tbl_student_fee_allocation for student 2166 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:23] [INFO] Payment transaction log created for payment ID: 3067 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:23] [SUCCESS] Payment transaction committed successfully for student 2166. Receipt No: 17 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:29:24] [INFO] Updated student requirement flags for student 2166: hostel_required = 'Yes' | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [INFO] Payment processing started for request: {"student_id":"2599","amount":"10000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [INFO] Payment validation passed for student 2599. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [INFO] Database transaction started for student 2599 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [INFO] Generating receipt number - Student: 2599, Fee Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [SUCCESS] Payment record created: ID 3068, Receipt: 18, Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [INFO] Synchronized tbl_student_fee_allocation for student 2599 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [INFO] Payment transaction log created for payment ID: 3068 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [SUCCESS] Payment transaction committed successfully for student 2599. Receipt No: 18 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 08:30:47] [INFO] Updated student requirement flags for student 2599: hostel_required = 'Yes' | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
 [2026-05-04 10:04:06] [INFO] Payment processing started for request: {"student_id":"1815","amount":"77740","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Payment validation passed for student 1815. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Database transaction started for student 1815 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Generating receipt number - Student: 1815, Fee Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [SUCCESS] Payment record created: ID 3069, Receipt: 162, Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Synchronized tbl_student_fee_allocation for student 1815 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Generating receipt number - Student: 1815, Fee Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [SUCCESS] Payment record created: ID 3070, Receipt: 196, Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Synchronized tbl_student_fee_allocation for student 1815 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Generating receipt number - Student: 1815, Fee Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [SUCCESS] Payment record created: ID 3071, Receipt: 195, Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Synchronized tbl_student_fee_allocation for student 1815 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [INFO] Payment transaction log created for payment ID: 3069 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:04:06] [SUCCESS] Payment transaction committed successfully for student 1815. Receipt No: 162, 196, 195 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Payment processing started for request: {"student_id":"2034","amount":"95440","payment_mode":"cheque"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Payment validation passed for student 2034. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Database transaction started for student 2034 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Generating receipt number - Student: 2034, Fee Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [SUCCESS] Payment record created: ID 3072, Receipt: 163, Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Synchronized tbl_student_fee_allocation for student 2034 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Generating receipt number - Student: 2034, Fee Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [SUCCESS] Payment record created: ID 3073, Receipt: 197, Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Synchronized tbl_student_fee_allocation for student 2034 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Generating receipt number - Student: 2034, Fee Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [SUCCESS] Payment record created: ID 3074, Receipt: 196, Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Synchronized tbl_student_fee_allocation for student 2034 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [INFO] Payment transaction log created for payment ID: 3072 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:13:21] [SUCCESS] Payment transaction committed successfully for student 2034. Receipt No: 163, 197, 196 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [INFO] Payment processing started for request: {"student_id":"2472","amount":"10000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [INFO] Payment validation passed for student 2472. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [INFO] Database transaction started for student 2472 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [INFO] Generating receipt number - Student: 2472, Fee Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [SUCCESS] Payment record created: ID 3075, Receipt: 19, Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [INFO] Synchronized tbl_student_fee_allocation for student 2472 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [INFO] Payment transaction log created for payment ID: 3075 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [SUCCESS] Payment transaction committed successfully for student 2472. Receipt No: 19 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:20:16] [INFO] Updated student requirement flags for student 2472: hostel_required = 'Yes' | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Payment processing started for request: {"student_id":"2231","amount":"95440","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Payment validation passed for student 2231. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Database transaction started for student 2231 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Generating receipt number - Student: 2231, Fee Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [SUCCESS] Payment record created: ID 3076, Receipt: 164, Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Synchronized tbl_student_fee_allocation for student 2231 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Generating receipt number - Student: 2231, Fee Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [SUCCESS] Payment record created: ID 3077, Receipt: 198, Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Synchronized tbl_student_fee_allocation for student 2231 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Generating receipt number - Student: 2231, Fee Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [SUCCESS] Payment record created: ID 3078, Receipt: 197, Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Synchronized tbl_student_fee_allocation for student 2231 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [INFO] Payment transaction log created for payment ID: 3076 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:22:41] [SUCCESS] Payment transaction committed successfully for student 2231. Receipt No: 164, 198, 197 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Payment processing started for request: {"student_id":"2267","amount":"95440","payment_mode":"cheque"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Payment validation passed for student 2267. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Database transaction started for student 2267 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Generating receipt number - Student: 2267, Fee Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [SUCCESS] Payment record created: ID 3079, Receipt: 165, Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Synchronized tbl_student_fee_allocation for student 2267 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Generating receipt number - Student: 2267, Fee Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [SUCCESS] Payment record created: ID 3080, Receipt: 199, Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Synchronized tbl_student_fee_allocation for student 2267 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Generating receipt number - Student: 2267, Fee Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [SUCCESS] Payment record created: ID 3081, Receipt: 198, Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Synchronized tbl_student_fee_allocation for student 2267 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [INFO] Payment transaction log created for payment ID: 3079 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 10:50:12] [SUCCESS] Payment transaction committed successfully for student 2267. Receipt No: 165, 199, 198 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [INFO] Payment processing started for request: {"student_id":"2097","amount":"95440","payment_mode":"cheque"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [INFO] Payment validation passed for student 2097. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [INFO] Database transaction started for student 2097 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [INFO] Generating receipt number - Student: 2097, Fee Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [SUCCESS] Payment record created: ID 3082, Receipt: 166, Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [INFO] Synchronized tbl_student_fee_allocation for student 2097 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [INFO] Generating receipt number - Student: 2097, Fee Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [SUCCESS] Payment record created: ID 3083, Receipt: 200, Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-04 11:02:54] [INFO] Synchronized tbl_student_fee_allocation for student 2097 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
