[2026-05-11 08:55:16] [INFO] Payment processing started for request: {"student_id":"3389","amount":"25000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:55:16] [INFO] Payment validation passed for student 3389. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:55:16] [INFO] Database transaction started for student 3389 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:55:16] [INFO] Generating receipt number - Student: 3389, Fee Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:55:16] [SUCCESS] Payment record created: ID 3718, Receipt: 260, Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:55:16] [INFO] Synchronized tbl_student_fee_allocation for student 3389 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:55:16] [INFO] Payment transaction log created for payment ID: 3718 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:55:16] [SUCCESS] Payment transaction committed successfully for student 3389. Receipt No: 260 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:57:37] [INFO] Payment processing started for request: {"student_id":"3447","amount":"25000","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:57:37] [INFO] Payment validation passed for student 3447. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:57:37] [INFO] Database transaction started for student 3447 payment processing. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:57:37] [INFO] Generating receipt number - Student: 3447, Fee Component: trust_facilities_fee | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:57:37] [SUCCESS] Payment record created: ID 3719, Receipt: 261, Component: trust_facilities_fee | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:57:37] [INFO] Synchronized tbl_student_fee_allocation for student 3447 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-11 08:57:37] [INFO] Payment transaction log created for payment ID: 3719 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
