[2026-05-05 08:39:45] [INFO] Payment processing started for request: {"student_id":"2431","amount":"72250","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Payment validation passed for student 2431. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Database transaction started for student 2431 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Generating receipt number - Student: 2431, Fee Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [SUCCESS] Payment record created: ID 3121, Receipt: 37, Component: school_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Synchronized tbl_student_fee_allocation for student 2431 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Generating receipt number - Student: 2431, Fee Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [SUCCESS] Payment record created: ID 3122, Receipt: 209, Component: trust_facilities_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Synchronized tbl_student_fee_allocation for student 2431 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Generating receipt number - Student: 2431, Fee Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [SUCCESS] Payment record created: ID 3123, Receipt: 209, Component: tuition_fee_part2 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Synchronized tbl_student_fee_allocation for student 2431 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [INFO] Payment transaction log created for payment ID: 3121 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 08:39:45] [SUCCESS] Payment transaction committed successfully for student 2431. Receipt No: 37, 209, 209 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [INFO] Payment processing started for request: {"student_id":"2388","amount":"10000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [INFO] Payment validation passed for student 2388. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [INFO] Database transaction started for student 2388 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [INFO] Generating receipt number - Student: 2388, Fee Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [SUCCESS] Payment record created: ID 3124, Receipt: 22, Component: hostel_fee | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [INFO] Synchronized tbl_student_fee_allocation for student 2388 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [INFO] Payment transaction log created for payment ID: 3124 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [SUCCESS] Payment transaction committed successfully for student 2388. Receipt No: 22 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 09:57:19] [INFO] Updated student requirement flags for student 2388: hostel_required = 'Yes' | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 10:06:07] [INFO] Payment processing started for request: {"student_id":"1875","amount":"95440","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 10:06:07] [INFO] Payment validation passed for student 1875. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-05 10:06:07] [INFO] Database transaction started for student 1875 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
