[2026-05-13 09:57:57] [INFO] Payment processing started for request: {"student_id":"3138","amount":"11800","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:57:57] [INFO] Payment validation passed for student 3138. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:57:57] [INFO] Database transaction started for student 3138 payment processing. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:57:57] [SUCCESS] Payment record created: ID 4144, Receipt: 0, Component: tuition_fee_part1 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:57:57] [INFO] Synchronized tbl_student_fee_allocation for student 3138 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:57:57] [INFO] Payment transaction log created for payment ID: 4144 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:57:57] [SUCCESS] Payment transaction committed successfully for student 3138. Receipt No:  | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [INFO] Payment processing started for request: {"student_id":"799","amount":"11800","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [INFO] Payment validation passed for student 799. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [INFO] Database transaction started for student 799 payment processing. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [SUCCESS] Payment record created: ID 4145, Receipt: 0, Component: tuition_fee_part1 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [INFO] Synchronized tbl_student_fee_allocation for student 799 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [INFO] Attempting to enroll student 799 after payment. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [SUCCESS] Student 799 enrolled successfully. Enrollment ID: 2953 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [INFO] Payment transaction log created for payment ID: 4145 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 09:58:33] [SUCCESS] Payment transaction committed successfully for student 799. Receipt No:  | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [INFO] Payment processing started for request: {"student_id":"2911","amount":"11800","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [INFO] Payment validation passed for student 2911. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [INFO] Database transaction started for student 2911 payment processing. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [SUCCESS] Payment record created: ID 4155, Receipt: 0, Component: tuition_fee_part1 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [INFO] Synchronized tbl_student_fee_allocation for student 2911 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [INFO] Attempting to enroll student 2911 after payment. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [SUCCESS] Student 2911 enrolled successfully. Enrollment ID: 2961 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [INFO] Payment transaction log created for payment ID: 4155 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:04:35] [SUCCESS] Payment transaction committed successfully for student 2911. Receipt No:  | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:14] [INFO] Payment processing started for request: {"student_id":"3048","amount":"11800","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:14] [INFO] Payment validation passed for student 3048. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:14] [INFO] Database transaction started for student 3048 payment processing. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:14] [SUCCESS] Payment record created: ID 4156, Receipt: 0, Component: tuition_fee_part1 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:14] [INFO] Synchronized tbl_student_fee_allocation for student 3048 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:15] [INFO] Attempting to enroll student 3048 after payment. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:15] [SUCCESS] Student 3048 enrolled successfully. Enrollment ID: 2962 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:15] [INFO] Payment transaction log created for payment ID: 4156 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-13 10:05:15] [SUCCESS] Payment transaction committed successfully for student 3048. Receipt No:  | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
