[2026-05-10 09:09:16] [INFO] Payment processing started for request: {"student_id":"2611","amount":"10000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:16] [INFO] Payment validation passed for student 2611. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:16] [INFO] Database transaction started for student 2611 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:16] [INFO] Generating receipt number - Student: 2611, Fee Component: hostel_security | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:16] [SUCCESS] Payment record created: ID 3387, Receipt: 68, Component: hostel_security | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:16] [INFO] Synchronized tbl_student_fee_allocation for student 2611 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:16] [INFO] Payment transaction log created for payment ID: 3387 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:16] [SUCCESS] Payment transaction committed successfully for student 2611. Receipt No: 68 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [INFO] Payment processing started for request: {"student_id":"2017","amount":"10000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [INFO] Payment validation passed for student 2017. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [INFO] Database transaction started for student 2017 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [INFO] Generating receipt number - Student: 2017, Fee Component: hostel_security | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [SUCCESS] Payment record created: ID 3388, Receipt: 69, Component: hostel_security | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [INFO] Synchronized tbl_student_fee_allocation for student 2017 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [INFO] Payment transaction log created for payment ID: 3388 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:09:44] [SUCCESS] Payment transaction committed successfully for student 2017. Receipt No: 69 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [INFO] Payment processing started for request: {"student_id":"2130","amount":"10000","payment_mode":"cash"} | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [INFO] Payment validation passed for student 2130. Proceeding with payment record creation. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [INFO] Database transaction started for student 2130 payment processing. | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [INFO] Generating receipt number - Student: 2130, Fee Component: hostel_security | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [SUCCESS] Payment record created: ID 3389, Receipt: 70, Component: hostel_security | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [INFO] Synchronized tbl_student_fee_allocation for student 2130 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [INFO] Payment transaction log created for payment ID: 3389 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:10:30] [SUCCESS] Payment transaction committed successfully for student 2130. Receipt No: 70 | User ID: 70 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [INFO] Payment processing started for request: {"student_id":"872","amount":"11800","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [INFO] Payment validation passed for student 872. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [INFO] Database transaction started for student 872 payment processing. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [SUCCESS] Payment record created: ID 3390, Receipt: 0, Component: tuition_fee_part1 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [INFO] Synchronized tbl_student_fee_allocation for student 872 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [INFO] Attempting to enroll student 872 after payment. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [SUCCESS] Student 872 enrolled successfully. Enrollment ID: 2357 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [INFO] Payment transaction log created for payment ID: 3390 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:28:00] [SUCCESS] Payment transaction committed successfully for student 872. Receipt No:  | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [INFO] Payment processing started for request: {"student_id":"707","amount":"11800","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [INFO] Payment validation passed for student 707. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [INFO] Database transaction started for student 707 payment processing. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [SUCCESS] Payment record created: ID 3391, Receipt: 0, Component: tuition_fee_part1 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [INFO] Synchronized tbl_student_fee_allocation for student 707 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [INFO] Attempting to enroll student 707 after payment. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [SUCCESS] Student 707 enrolled successfully. Enrollment ID: 2358 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [INFO] Payment transaction log created for payment ID: 3391 | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:29:43] [SUCCESS] Payment transaction committed successfully for student 707. Receipt No:  | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:30:51] [INFO] Payment processing started for request: {"student_id":"346","amount":"11800","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-05-10 09:30:51] [INFO] Payment validation passed for student 346. Proceeding with payment record creation. | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
